FIPS,Adult obesity raw value,Poor or fair health raw value,Unemployment raw value
18131,0.319,0.164,0.0546130231
18133,0.315,0.148,0.0654154185
18135,0.338,0.176,0.0657789826
18137,0.322,0.142,0.0670771938
18139,0.326,0.168,0.0559596434
18141,0.288,0.172,0.0670798877
18143,0.289,0.179,0.0670267142
18145,0.315,0.152,0.0563088844
18147,0.287,0.14,0.0528224681
18149,0.357,0.189,0.074272887
18151,0.336,0.146,0.0504766683
18153,0.33,0.181,0.073903534
18155,0.309,0.189,0.0586650083
18157,0.25,0.177,0.0510590638
18159,0.315,0.133,0.0546414538
18161,0.317,0.155,0.0564088244
18163,0.342,0.173,0.0548461355
18165,0.309,0.157,0.087261234
18167,0.329,0.186,0.0779823957
18169,0.312,0.159,0.0564082637
18171,0.273,0.128,0.0606648872
18173,0.28,0.131,0.0497230493
18175,0.279,0.175,0.0664971202
18177,0.306,0.191,0.0665764808
18179,0.281,0.147,0.0488580515
18181,0.341,0.168,0.0523521053
18183,0.323,0.133,0.0523950325
19000,0.3068672977,0.13,0.0441508447
19001,0.31,0.106,0.0419161677
19003,0.323,0.114,0.035166817
19005,0.303,0.12,0.0587630192
19007,0.315,0.134,0.05961445
19009,0.329,0.114,0.0447670901
19011,0.332,0.106,0.0479136691
19013,0.288,0.139,0.0510223792
19015,0.316,0.122,0.0352177335
19017,0.316,0.101,0.0382694337
19019,0.329,0.107,0.0482303956
19021,0.307,0.134,0.0412764481
19023,0.327,0.103,0.0442330559
19025,0.331,0.13,0.0507556959
19027,0.296,0.111,0.0329407598
19029,0.321,0.13,0.0452220727
19031,0.328,0.111,0.0402267325
19033,0.314,0.123,0.048389167
19035,0.357,0.114,0.0532934132
19037,0.306,0.125,0.0492279468
19039,0.296,0.151,0.0467329245
19041,0.306,0.115,0.0431638669
19043,0.346,0.121,0.0517846694
19045,0.312,0.125,0.0548380608
19047,0.325,0.173,0.0425216598
19049,0.311,0.108,0.0341238534
19051,0.306,0.158,0.0531144375
19053,0.307,0.154,0.0390047075
19055,0.32,0.114,0.0394898441
19057,0.316,0.149,0.0519362839
19059,0.328,0.102,0.0485158649
19061,0.277,0.107,0.0427333596
19063,0.345,0.128,0.0414923291
19065,0.385,0.119,0.0521178637
19067,0.329,0.126,0.0474317721
19069,0.331,0.139,0.041431886
19071,0.33,0.125,0.0406309751
19073,0.286,0.134,0.0413857678
19075,0.291,0.1,0.0436460808
19077,0.349,0.116,0.0449044027
19079,0.298,0.127,0.0474391268
19081,0.326,0.11,0.0342866172
19083,0.328,0.117,0.0447506263
19085,0.32,0.115,0.041347029
19087,0.332,0.128,0.0456440183
19089,0.322,0.126,0.0423270558
19091,0.331,0.128,0.0395533687
19093,0.305,0.122,0.0375478927
19095,0.295,0.109,0.0434443795
19097,0.326,0.126,0.0527078428
19099,0.343,0.116,0.0460360684
19101,0.277,0.136,0.0449253076
19103,0.226,0.119,0.0316829097
19105,0.317,0.114,0.0513620105
19107,0.288,0.122,0.0457306181
19109,0.314,0.11,0.0336018412
19111,0.316,0.127,0.0626236365
19113,0.301,0.109,0.0458787259
19115,0.35,0.134,0.0469404862
19117,0.318,0.133,0.0407124682
19119,0.304,0.103,0.0264348318
19121,0.339,0.118,0.0467548077
19123,0.307,0.125,0.045568772
19125,0.309,0.104,0.0395802441
19127,0.332,0.145,0.055977609
19129,0.336,0.116,0.0448990436
19131,0.305,0.116,0.0365809489
19133,0.296,0.126,0.0519832985
19135,0.326,0.13,0.0523241665
19137,0.342,0.14,0.0429920956
19139,0.354,0.142,0.0471936474
19141,0.309,0.116,0.0342648846
19143,0.322,0.112,0.0346720601
19145,0.328,0.136,0.046392529
19147,0.332,0.119,0.037867874
19149,0.333,0.108,0.0354758211
19151,0.305,0.131,0.0360483687
19153,0.292,0.12,0.0436637498
19155,0.374,0.126,0.0442524221
19157,0.305,0.113,0.0445129589
19159,0.351,0.136,0.0400313972
19161,0.312,0.109,0.0408236347
19163,0.311,0.122,0.0544340915
19165,0.308,0.118,0.03254103
19167,0.277,0.11,0.0304047384
19169,0.256,0.128,0.0293703586
19171,0.326,0.13,0.055549528
19173,0.301,0.137,0.038273117
19175,0.371,0.126,0.0489938758
19177,0.322,0.126,0.0471217524
19179,0.329,0.171,0.0572711345
19181,0.305,0.103,0.0407437588
19183,0.31,0.113,0.0368161578
19185,0.305,0.124,0.052140884
19187,0.305,0.133,0.0504349575
19189,0.318,0.119,0.0437595129
19191,0.252,0.102,0.0442011688
19193,0.337,0.161,0.0454771284
19195,0.337,0.124,0.046875
19197,0.343,0.138,0.0426777048
20000,0.3020876331,0.15,0.0453198201
20001,0.344,0.156,0.0498276852
20003,0.315,0.145,0.0508235294
20005,0.299,0.143,0.0645579466
20007,0.368,0.126,0.031284505
20009,0.354,0.161,0.0354078627
20011,0.361,0.157,0.0521800281
20013,0.306,0.163,0.0410933774
20015,0.313,0.115,0.0488231254
20017,0.301,0.132,0.0399042298
20019,0.326,0.147,0.0548286604
20021,0.387,0.162,0.0503610977
20023,0.329,0.121,0.03125
20025,0.3,0.151,0.0268630849
20027,0.358,0.113,0.0437647059
20029,0.328,0.147,0.0419013291
20031,0.329,0.116,0.0556886228
20033,0.339,0.108,0.0308959835
20035,0.368,0.17,0.0463122771
20037,0.347,0.168,0.0531275891
20039,0.358,0.148,0.0360090023
20041,0.329,0.126,0.0499345616
20043,0.311,0.128,0.0451284425
20045,0.233,0.124,0.0405534793
20047,0.325,0.144,0.0323785803
20049,0.347,0.14,0.0503816794
20051,0.293,0.126,0.027361134
20053,0.325,0.131,0.0299679953
20055,0.349,0.2,0.0342182891
20057,0.325,0.202,0.0376501136
20059,0.334,0.135,0.0514358287
20061,0.309,0.147,0.0705247038
20063,0.316,0.116,0.0266489007
20065,0.3,0.127,0.0339110776
20067,0.333,0.177,0.0340136054
20069,0.339,0.13,0.0268341422
20071,0.314,0.134,0.0212053571
20073,0.319,0.155,0.0452502248
20075,0.375,0.183,0.0231179609
20077,0.34,0.145,0.0367671414
20079,0.324,0.151,0.0424383164
20081,0.335,0.159,0.0258764608
20083,0.312,0.121,0.0342857143
20085,0.345,0.122,0.0419047619
20087,0.314,0.111,0.0486807516
20089,0.301,0.132,0.0396825397
20091,0.233,0.091,0.0376745606
20093,0.303,0.149,0.0303880318
20095,0.323,0.132,0.0394594595
20097,0.315,0.143,0.0337243402
20099,0.363,0.153,0.0586117777
20101,0.325,0.121,0.0322580645
20103,0.308,0.132,0.0498721954
20105,0.305,0.132,0.0411499436
20107,0.317,0.134,0.0722781336
20109,0.32,0.114,0.0222857143
20111,0.341,0.174,0.0520248841
20113,0.299,0.106,0.0326766545
20115,0.332,0.132,0.0407898996
20117,0.343,0.135,0.0321338912
20119,0.256,0.134,0.0259579728
20121,0.326,0.112,0.0469782952
20123,0.321,0.116,0.032791118
20125,0.351,0.169,0.0579843007
20127,0.352,0.12,0.0443522655
20129,0.305,0.156,0.0396301189
20131,0.309,0.113,0.0286836264
20133,0.328,0.143,0.0724143278
20135,0.305,0.139,0.0271437384
20137,0.339,0.127,0.0238478891
20139,0.362,0.136,0.0545520231
20141,0.335,0.136,0.0384241245
20143,0.37,0.111,0.041322314
20145,0.311,0.143,0.0377906977
20147,0.281,0.119,0.0349034226
20149,0.316,0.114,0.0391699308
20151,0.329,0.118,0.0328227571
20153,0.325,0.138,0.0249180328
20155,0.333,0.141,0.043953252
20157,0.287,0.139,0.0304901582
20159,0.311,0.142,0.035563703
20161,0.243,0.139,0.0368212854
20163,0.315,0.128,0.0362369338
20165,0.311,0.129,0.0355579869
20167,0.299,0.136,0.0349974267
20169,0.325,0.152,0.041945387
20171,0.312,0.143,0.0272918125
20173,0.305,0.143,0.0538620595
20175,0.349,0.226,0.0350736992
20177,0.323,0.146,0.0476092933
20179,0.315,0.139,0.0261219022
20181,0.315,0.154,0.0321324245
20183,0.327,0.143,0.0311467673
20185,0.331,0.15,0.0371545084
20187,0.297,0.175,0.0336862368
20189,0.343,0.163,0.0287810384
20191,0.343,0.132,0.0477891916
20193,0.323,0.111,0.0285268554
20195,0.299,0.114,0.0312292359
20197,0.32,0.109,0.0413049198
20199,0.326,0.125,0.0267260579
20201,0.32,0.123,0.0324133504
20203,0.305,0.164,0.0280448718
20205,0.312,0.163,0.0668263473
20207,0.304,0.152,0.0525672372
20209,0.378,0.207,0.0687705457
21000,0.322857436,0.236,0.0648863813
21001,0.318,0.222,0.0825700805
21003,0.35,0.217,0.0594341775
21005,0.329,0.169,0.0532826721
21007,0.352,0.198,0.0793178127
21009,0.325,0.212,0.0634726722
21011,0.31,0.271,0.090399137
21013,0.358,0.287,0.1020649602
21015,0.299,0.152,0.0520980049
21017,0.34,0.211,0.0565843621
21019,0.368,0.211,0.0744861199
21021,0.315,0.203,0.0698454241
21023,0.307,0.192,0.0784929356
21025,0.429,0.284,0.1158900836
21027,0.373,0.202,0.071340104
21029,0.326,0.162,0.0585395912
21031,0.355,0.241,0.0736560168
21033,0.332,0.211,0.0652412281
21035,0.281,0.198,0.0572592751
21037,0.326,0.177,0.0523790568
21039,0.33,0.214,0.0611464968
21041,0.382,0.239,0.0722519555
21043,0.335,0.234,0.1080615855
21045,0.363,0.251,0.0698311273
21047,0.366,0.245,0.0757966938
21049,0.32,0.193,0.0614571093
21051,0.332,0.306,0.1148074489
21053,0.332,0.266,0.0909774436
21055,0.317,0.206,0.0615895732
21057,0.341,0.251,0.0764546685
21059,0.288,0.187,0.0568508047
21061,0.349,0.204,0.0825462012
21063,0.344,0.257,0.1145784816
21065,0.315,0.255,0.074828672
21067,0.263,0.183,0.0482973955
21069,0.349,0.23,0.078976465
21071,0.378,0.289,0.1034150261
21073,0.33,0.182,0.0538768056
21075,0.353,0.259,0.0839253996
21077,0.311,0.209,0.068496732
21079,0.345,0.21,0.0662626795
21081,0.342,0.193,0.064637086
21083,0.293,0.197,0.0755959849
21085,0.36,0.23,0.0845499908
21087,0.33,0.23,0.0655449032
21089,0.384,0.213,0.0836033244
21091,0.326,0.189,0.060621369
21093,0.315,0.199,0.0624691305
21095,0.366,0.289,0.1385895033
21097,0.298,0.202,0.060447406
21099,0.352,0.243,0.0635815921
21101,0.319,0.207,0.0612754159
21103,0.315,0.202,0.0585385018
21105,0.345,0.215,0.0624706435
21107,0.347,0.192,0.0642313103
21109,0.412,0.286,0.1147363872
21111,0.312,0.184,0.0608591854
21113,0.311,0.196,0.0529333387
21115,0.392,0.243,0.0925513487
21117,0.278,0.168,0.0557364835
21119,0.407,0.257,0.1118663818
21121,0.367,0.29,0.1001580403
21123,0.305,0.218,0.0654532727
21125,0.347,0.217,0.0763448045
21127,0.414,0.237,0.0963492661
21129,0.295,0.271,0.0974745237
21131,0.399,0.251,0.1280927028
21133,0.379,0.25,0.1230748262
21135,0.371,0.278,0.0967054264
21137,0.293,0.237,0.0874484509
21139,0.309,0.189,0.0814358425
21141,0.355,0.222,0.0571212249
21143,0.333,0.183,0.0690230077
21145,0.321,0.186,0.0710855274
21147,0.342,0.334,0.1070511554
21149,0.356,0.213,0.0650369004
21151,0.296,0.216,0.0539998663
21153,0.335,0.259,0.1396901709
21155,0.331,0.217,0.0645552858
21157,0.325,0.171,0.068372093
21159,0.407,0.293,0.0912492804
21161,0.336,0.212,0.0781068149
21163,0.359,0.2,0.0704167353
21165,0.333,0.252,0.098812553
21167,0.326,0.203,0.0623990307
21169,0.341,0.256,0.0608319308
21171,0.312,0.25,0.0559060257
21173,0.331,0.221,0.0749635475
21175,0.353,0.293,0.094488189
21177,0.369,0.215,0.0756956138
21179,0.324,0.201,0.0614150324
21181,0.317,0.2,0.0801845976
21183,0.4,0.228,0.0761201898
21185,0.301,0.153,0.047849606
21187,0.315,0.195,0.0505577546
21189,0.372,0.289,0.1026677445
21191,0.297,0.191,0.0668519602
21193,0.38,0.271,0.1033160622
21195,0.377,0.265,0.1045796
21197,0.349,0.251,0.0856911884
21199,0.347,0.244,0.0738841406
21201,0.346,0.228,0.0767326733
21203,0.387,0.249,0.0743478261
21205,0.343,0.209,0.0695395738
21207,0.337,0.254,0.0999555094
21209,0.306,0.176,0.0497171663
21211,0.338,0.185,0.0501074691
21213,0.32,0.216,0.0581967213
21215,0.273,0.154,0.0534259963
21217,0.366,0.226,0.0740075445
21219,0.326,0.232,0.0547118024
21221,0.287,0.204,0.0692699491
21223,0.345,0.19,0.0718486321
21225,0.332,0.239,0.0643335815
21227,0.292,0.192,0.0555489955
21229,0.334,0.213,0.0554371002
21231,0.351,0.255,0.0991758626
21233,0.331,0.22,0.0555731476
21235,0.355,0.267,0.0871304734
21237,0.325,0.302,0.1133365901
21239,0.308,0.173,0.0450374135
22000,0.3434507284,0.212,0.0637759655
22001,0.319,0.221,0.0571853504
22003,0.346,0.197,0.0719185661
22005,0.323,0.167,0.053567188
22007,0.333,0.199,0.0760568945
22009,0.388,0.247,0.0726054346
22011,0.354,0.2,0.068344353
22013,0.383,0.257,0.0776194468
22015,0.342,0.203,0.0581675656
22017,0.346,0.232,0.0740687896
22019,0.333,0.197,0.0591642794
22021,0.365,0.223,0.0764346764
22023,0.347,0.159,0.0484330484
22025,0.37,0.231,0.0809128631
22027,0.38,0.258,0.0755305868
22029,0.387,0.27,0.086995174
22031,0.367,0.234,0.0813754613
22033,0.323,0.188,0.0577362569
22035,0.432,0.379,0.1483467382
22037,0.387,0.213,0.0649114293
22039,0.367,0.246,0.0674828081
22041,0.36,0.251,0.0948377775
22043,0.336,0.196,0.0712404215
22045,0.376,0.217,0.0627121726
22047,0.395,0.231,0.0782883875
22049,0.388,0.226,0.0595615607
22051,0.323,0.199,0.0598265344
22053,0.36,0.208,0.0589575829
22055,0.288,0.183,0.0493037631
22057,0.363,0.187,0.0481129358
22059,0.386,0.202,0.0513274336
22061,0.343,0.236,0.0783790586
22063,0.361,0.176,0.055047943
22065,0.43,0.352,0.1128743281
22067,0.397,0.272,0.1126885537
22069,0.375,0.239,0.0800612557
22071,0.322,0.231,0.0701039012
22073,0.352,0.225,0.0695999006
22075,0.351,0.182,0.0571263705
22077,0.375,0.204,0.0697833301
22079,0.365,0.239,0.066568905
22081,0.4,0.246,0.073140598
22083,0.386,0.24,0.085154827
22085,0.399,0.223,0.0656887067
22087,0.354,0.211,0.0693568726
22089,0.359,0.175,0.0608147543
22091,0.408,0.268,0.0990183525
22093,0.378,0.207,0.0846363361
22095,0.35,0.213,0.07770106
22097,0.422,0.263,0.0755047775
22099,0.35,0.207,0.0571773706
22101,0.383,0.236,0.0632752886
22103,0.28,0.149,0.0565402169
22105,0.403,0.228,0.0749746146
22107,0.34,0.331,0.0937846837
22109,0.396,0.204,0.048471846
22111,0.361,0.233,0.074505612
22113,0.32,0.184,0.0556407858
22115,0.379,0.195,0.0841896111
22117,0.401,0.239,0.0789951397
22119,0.33,0.239,0.0842105263
22121,0.379,0.202,0.0584822828
22123,0.371,0.227,0.1294007927
22125,0.384,0.224,0.0581309787
22127,0.36,0.249,0.0740402194
23000,0.2790244645,0.142,0.057042049
23001,0.324,0.134,0.0546603757
23003,0.339,0.157,0.0764794686
23005,0.22,0.098,0.0442863685
23007,0.297,0.128,0.0664191966
23009,0.238,0.109,0.0699855942
23011,0.304,0.127,0.0541289459
23013,0.238,0.114,0.0517964794
23015,0.24,0.1,0.0591301326
23017,0.317,0.145,0.0699331201
23019,0.31,0.135,0.0621806115
23021,0.314,0.157,0.0749131162
23023,0.258,0.116,0.0463392997
23025,0.339,0.145,0.0793230016
23027,0.294,0.132,0.061238159
23029,0.309,0.18,0.0838882405
23031,0.269,0.107,0.0527965263
24000,0.2841919708,0.139,0.058287916
24001,0.275,0.165,0.0731773585
24003,0.281,0.104,0.0515042793
24005,0.282,0.134,0.0620127931
24009,0.298,0.11,0.0526050314
24011,0.342,0.145,0.0632469835
24013,0.277,0.107,0.0488376362
24015,0.318,0.153,0.0655363109
24017,0.35,0.127,0.056280526
24019,0.334,0.156,0.0849557522
24021,0.279,0.109,0.0509104015
24023,0.307,0.134,0.06915513
24025,0.283,0.104,0.0577607973
24027,0.226,0.088,0.0439738366
24029,0.273,0.14,0.0652600589
24031,0.194,0.097,0.0438932994
24033,0.329,0.146,0.0586735064
24035,0.277,0.113,0.05148907
24037,0.303,0.125,0.0540365066
24039,0.395,0.201,0.0949159708
24041,0.284,0.12,0.0564862318
24043,0.334,0.135,0.0653499626
24045,0.349,0.155,0.07623957
24047,0.298,0.142,0.1131031257
24510,0.343,0.196,0.0866888632
25000,0.2367823938,0.141,0.0575714678
25001,0.197,0.092,0.0700858066
25003,0.229,0.127,0.064885958
25005,0.282,0.153,0.0733979884
25007,0.216,0.121,0.0784105397
25009,0.243,0.161,0.0596823917
25011,0.216,0.124,0.0526062996
25013,0.285,0.189,0.0781895223
25015,0.213,0.116,0.0503204422
25017,0.226,0.114,0.0464903011
25019,0.207,0.114,0.0617879053
25021,0.197,0.104,0.0499426963
25023,0.264,0.133,0.0603376477
25025,0.206,0.159,0.0535751137
25027,0.261,0.122,0.0619223138
26000,0.314335112,0.16,0.0732530477
26001,0.307,0.13,0.104535975
26003,0.323,0.133,0.1025641026
26005,0.323,0.124,0.0540308748
26007,0.329,0.141,0.0788792785
26009,0.317,0.124,0.094047619
26011,0.336,0.137,0.1084766775
26013,0.342,0.141,0.1099026903
26015,0.337,0.111,0.0535584002
26017,0.334,0.134,0.071450015
26019,0.309,0.119,0.0844876932
26021,0.366,0.144,0.0671675371
26023,0.351,0.144,0.065611212
26025,0.347,0.15,0.0626092112
26027,0.351,0.136,0.0660078392
26029,0.284,0.123,0.0803659931
26031,0.321,0.143,0.1045390735
26033,0.379,0.16,0.0943206071
26035,0.312,0.164,0.0972163821
26037,0.327,0.111,0.0499306519
26039,0.316,0.131,0.0936510892
26041,0.332,0.137,0.0828294353
26043,0.303,0.123,0.066471314
26045,0.347,0.129,0.0566511678
26047,0.283,0.12,0.0937639198
26049,0.36,0.159,0.0775190016
26051,0.356,0.146,0.0916874067
26053,0.298,0.154,0.0874074074
26055,0.28,0.115,0.0591269841
26057,0.359,0.14,0.0709924901
26059,0.322,0.134,0.070457657
26061,0.31,0.146,0.0745836778
26063,0.311,0.137,0.0684906795
26065,0.296,0.137,0.0601928924
26067,0.361,0.128,0.0608695652
26069,0.335,0.147,0.0958176374
26071,0.309,0.127,0.087431694
26073,0.299,0.17,0.0583772808
26075,0.333,0.141,0.0662936449
26077,0.299,0.142,0.0555769155
26079,0.322,0.141,0.0935345388
26081,0.293,0.126,0.0488384081
26083,0.317,0.128,0.1074718526
26085,0.329,0.189,0.1104345419
26087,0.304,0.12,0.0986123265
26089,0.229,0.112,0.0662805052
26091,0.325,0.126,0.0640767426
26093,0.287,0.092,0.0670395769
26095,0.357,0.16,0.0843712334
26097,0.326,0.155,0.1098298677
26099,0.325,0.144,0.081764239
26101,0.342,0.133,0.0832933039
26103,0.293,0.128,0.0693812422
26105,0.293,0.133,0.0733405435
26107,0.332,0.15,0.0783030815
26109,0.344,0.13,0.0673746814
26111,0.317,0.124,0.0602737745
26113,0.334,0.137,0.0774954373
26115,0.335,0.116,0.0611616755
26117,0.338,0.148,0.0743491769
26119,0.318,0.136,0.1272328424
26121,0.367,0.152,0.0740277832
26123,0.353,0.144,0.0714507887
26125,0.26,0.12,0.0681623656
26127,0.341,0.164,0.0984114684
26129,0.363,0.148,0.0971881927
26131,0.344,0.137,0.1114781173
26133,0.339,0.153,0.0850708104
26135,0.334,0.154,0.119576358
26137,0.356,0.116,0.0801144492
26139,0.257,0.103,0.047294573
26141,0.326,0.128,0.1271686969
26143,0.316,0.156,0.1128911139
26145,0.397,0.149,0.0734991039
26147,0.319,0.125,0.0988092016
26149,0.342,0.148,0.057112329
26151,0.344,0.128,0.0839164385
26153,0.301,0.152,0.1082532504
26155,0.322,0.135,0.0741697971
26157,0.305,0.127,0.0846544071
26159,0.337,0.155,0.0784368929
26161,0.233,0.115,0.0480256994
26163,0.335,0.175,0.1002614052
26165,0.305,0.142,0.0844562406
27000,0.2633372834,0.116,0.0408953282
27001,0.271,0.124,0.0645351407
27003,0.296,0.101,0.0404911016
27005,0.294,0.122,0.0467471757
27007,0.287,0.151,0.052193226
27009,0.282,0.114,0.0496925993
27011,0.296,0.112,0.0437475803
27013,0.28,0.123,0.0340255385
27015,0.278,0.104,0.0451425741
27017,0.281,0.111,0.0518099159
27019,0.242,0.086,0.0355604249
27021,0.274,0.14,0.0695701761
27023,0.296,0.112,0.044213264
27025,0.301,0.094,0.0461110144
27027,0.28,0.113,0.0331001152
27029,0.304,0.144,0.1033648559
27031,0.264,0.121,0.0549772284
27033,0.296,0.124,0.0511586453
27035,0.293,0.12,0.0575294492
27037,0.259,0.094,0.0369350432
27039,0.288,0.093,0.0407043624
27041,0.263,0.097,0.0363190061
27043,0.266,0.125,0.0508086253
27045,0.262,0.109,0.043032049
27047,0.314,0.121,0.0424539877
27049,0.308,0.114,0.0384945034
27051,0.3,0.11,0.0491803279
27053,0.227,0.103,0.0370428231
27055,0.255,0.118,0.0436029834
27057,0.276,0.117,0.0628631801
27059,0.276,0.097,0.0496656176
27061,0.314,0.122,0.0644237327
27063,0.309,0.113,0.040893961
27065,0.266,0.128,0.0740573493
27067,0.274,0.119,0.0416001345
27069,0.292,0.111,0.0481574539
27071,0.249,0.118,0.0844125449
27073,0.293,0.106,0.0472787246
27075,0.283,0.112,0.044949762
27077,0.288,0.11,0.0467445743
27079,0.33,0.108,0.0525138951
27081,0.289,0.102,0.04238571
27083,0.292,0.121,0.034961842
27085,0.336,0.102,0.0453857027
27087,0.286,0.217,0.0556027165
27089,0.303,0.104,0.0656466821
27091,0.326,0.108,0.0462377105
27093,0.284,0.105,0.0448802418
27095,0.331,0.122,0.0664581704
27097,0.293,0.116,0.0615641557
27099,0.295,0.136,0.0373868556
27101,0.298,0.106,0.0478341203
27103,0.302,0.098,0.0298484848
27105,0.286,0.147,0.0337789661
27107,0.308,0.128,0.0489930869
27109,0.237,0.089,0.0338580303
27111,0.274,0.117,0.044464522
27113,0.265,0.112,0.0495812395
27115,0.31,0.139,0.0604571818
27117,0.275,0.122,0.0371220021
27119,0.313,0.117,0.0447830639
27121,0.296,0.106,0.0362685836
27123,0.251,0.116,0.0394765799
27125,0.307,0.114,0.0566286216
27127,0.327,0.119,0.0433051269
27129,0.313,0.115,0.0530404175
27131,0.27,0.11,0.0403905272
27133,0.281,0.106,0.0248326876
27135,0.332,0.105,0.0359491948
27137,0.255,0.132,0.0502848723
27139,0.246,0.086,0.0353379197
27141,0.273,0.1,0.0444232099
27143,0.314,0.112,0.0446290801
27145,0.272,0.101,0.0400607361
27147,0.283,0.109,0.0373201227
27149,0.292,0.116,0.0315921738
27151,0.28,0.114,0.0481283422
27153,0.292,0.12,0.0455390335
27155,0.299,0.11,0.0467516697
27157,0.303,0.1,0.0394047015
27159,0.281,0.13,0.0612211757
27161,0.3,0.106,0.0472693422
27163,0.257,0.085,0.0355990148
27165,0.302,0.127,0.0489351325
27167,0.298,0.108,0.0330647402
27169,0.271,0.129,0.036450187
27171,0.284,0.094,0.0412518981
27173,0.283,0.11,0.0410632447
28000,0.352515953,0.214,0.0779323409
28001,0.364,0.268,0.0851545494
28003,0.335,0.192,0.0678675884
28005,0.389,0.238,0.0815096025
28007,0.395,0.228,0.0930529905
28009,0.375,0.224,0.0941292227
28011,0.335,0.283,0.1006828528
28013,0.354,0.217,0.0798454604
28015,0.316,0.197,0.0941836433
28017,0.368,0.238,0.1024710317
28019,0.337,0.209,0.0857142857
28021,0.429,0.347,0.1496948281
28023,0.356,0.197,0.0925866496
28025,0.384,0.235,0.1407797418
28027,0.455,0.28,0.1244074581
28029,0.377,0.222,0.0896929431
28031,0.363,0.225,0.0665205621
28033,0.369,0.157,0.0536079352
28035,0.342,0.206,0.074876028
28037,0.386,0.203,0.0847280335
28039,0.344,0.16,0.0838948787
28041,0.382,0.182,0.0912608102
28043,0.395,0.216,0.074409965
28045,0.301,0.18,0.0741953082
28047,0.33,0.184,0.0699424999
28049,0.345,0.227,0.0736364058
28051,0.466,0.356,0.1584690554
28053,0.435,0.346,0.1704192547
28055,0.369,0.279,0.1835294118
28057,0.329,0.174,0.0742523556
28059,0.313,0.163,0.0825015278
28061,0.391,0.254,0.0873786408
28063,0.442,0.348,0.1657597321
28065,0.384,0.286,0.1060122699
28067,0.381,0.203,0.0626699909
28069,0.377,0.275,0.1338645418
28071,0.346,0.191,0.0620050474
28073,0.346,0.161,0.051970598
28075,0.342,0.207,0.0786523793
28077,0.386,0.209,0.0869951176
28079,0.389,0.253,0.0736164736
28081,0.316,0.186,0.0765422499
28083,0.418,0.303,0.133079123
28085,0.391,0.22,0.0679732805
28087,0.348,0.208,0.093477308
28089,0.315,0.157,0.054398788
28091,0.347,0.238,0.0870449461
28093,0.394,0.219,0.0888501742
28095,0.361,0.195,0.1055620838
28097,0.382,0.222,0.0969289827
28099,0.37,0.223,0.0681308411
28101,0.314,0.213,0.0673767076
28103,0.418,0.306,0.1338995753
28105,0.331,0.221,0.0748904773
28107,0.351,0.23,0.1101701267
28109,0.317,0.179,0.0685817688
28111,0.369,0.2,0.0916746872
28113,0.378,0.233,0.0850143086
28115,0.33,0.178,0.0702228224
28117,0.312,0.196,0.0785880167
28119,0.422,0.319,0.1354014599
28121,0.313,0.142,0.0468136904
28123,0.341,0.238,0.0555998724
28125,0.405,0.289,0.1165540541
28127,0.395,0.222,0.0647784633
28129,0.359,0.186,0.0601492537
28131,0.321,0.167,0.0858601979
28133,0.423,0.282,0.1333951978
28135,0.397,0.243,0.0975274725
28137,0.348,0.191,0.0876849804
28139,0.343,0.204,0.0854067816
28141,0.356,0.186,0.0789683595
28143,0.421,0.277,0.1232789663
28145,0.343,0.205,0.0639097744
28147,0.384,0.227,0.096887845
28149,0.358,0.209,0.0805359389
28151,0.409,0.269,0.1338001203
28153,0.377,0.231,0.0918260414
28155,0.355,0.187,0.0923705027
28157,0.412,0.244,0.1160299893
28159,0.361,0.24,0.1064847377
28161,0.378,0.214,0.0979077798
28163,0.4,0.263,0.1045822102
29000,0.3063412577,0.16,0.0611193369
29001,0.303,0.197,0.061474671
29003,0.279,0.138,0.0507507508
29005,0.313,0.144,0.0545391785
29007,0.347,0.166,0.0554715975
29009,0.323,0.187,0.0609263498
29011,0.323,0.19,0.0637149028
29013,0.348,0.178,0.0701324179
29015,0.319,0.19,0.0759966777
29017,0.357,0.168,0.0670721112
29019,0.273,0.158,0.0412557695
29021,0.351,0.18,0.0563007262
29023,0.365,0.193,0.0689691043
29025,0.392,0.16,0.0555555556
29027,0.343,0.149,0.0559952149
29029,0.281,0.155,0.0802769263
29031,0.327,0.163,0.0544692737
29033,0.342,0.161,0.071263886
29035,0.325,0.203,0.0873786408
29037,0.305,0.133,0.0568045113
29039,0.343,0.202,0.0628813559
29041,0.32,0.166,0.0579973992
29043,0.304,0.138,0.0490291608
29045,0.333,0.161,0.0682544293
29047,0.288,0.137,0.0542282191
29049,0.345,0.146,0.058436214
29051,0.3,0.154,0.049969988
29053,0.353,0.17,0.0589454593
29055,0.33,0.196,0.0773988176
29057,0.37,0.187,0.0594425484
29059,0.327,0.19,0.0741262683
29061,0.362,0.16,0.0581280788
29063,0.387,0.155,0.0535433071
29065,0.353,0.18,0.0662974684
29067,0.317,0.197,0.0748907429
29069,0.327,0.234,0.0874905231
29071,0.329,0.152,0.0644913775
29073,0.328,0.154,0.0530233773
29075,0.315,0.165,0.0563303254
29077,0.287,0.168,0.0483532216
29079,0.339,0.181,0.053481332
29081,0.333,0.177,0.0642270351
29083,0.318,0.181,0.0639724002
29085,0.311,0.194,0.0832441113
29087,0.312,0.154,0.049012436
29089,0.34,0.166,0.0536565978
29091,0.324,0.191,0.0701023347
29093,0.344,0.191,0.0949592668
